year,movie,actor,dialogue,englishDialogue
2009,All The Best,Sanjay Dutt,"Woh sapna kya sapna hai, joh sirf sooke dekha jaaye ... sapna toh woh hona chahiye, joh neendein udda de",A dream that is seen when asleep is not a dream ... a dream should be something that takes away your sleep
2009,All The Best,Asrani,"Muscular, popular, spectacular and ... bachelor","Muscular, popular, spectacular and ... bachelor"
2009,Billu Barber,Shahrukh Khan,"Mera sahara, mere khuda ki roshni ... Billu, Billu mera dost","My support, my God's light ... Billu, Billu my friend"
2009,Billu Barber,Shahrukh Khan,Har insaan ko zindagi mein kisi na kisi cheez ki khoj hai ... kisi ko naam ki khoj hai ... kisi ko mukaam ki khoj hai ... kisi ko khoj hai daulat aur shohrat ki,"In life, every person is looking for something or the other ... someone is looking for a name ... someone is looking for a destination ... and someone is looking for money, wealth"
2009,Blue,Akshay Kumar,Choti moti machliya pakadne se kya hoga ... chalo koi bada haath maro,What will we get by catching these small fishes ... let's try for a big catch
2009,Blue,Akshay Kumar,Jis din haar jaoonga ... duniya chhod doonga,The day I lose ... I will leave the world
2009,Blue,Akshay Kumar,Aadmi apne aap se bhaag sakta hai ... apni kismat se nahi,A man can run away from himself ... but not from his fate
2009,Blue,Sanjay Dutt,"Samundar ki machli, ladki ka dil aur currency note pe kisi ka naam nahi likha hota ... jiske haath lagi us hi ki sagi","A fish in the sea, a girls heart and a currency note does not have a name written on it ... it belongs to the person who has it"
2009,Blue,Sanjay Dutt,Dua karta hoon dost ... ke tujhe is gusse ka saamna nahi karna padhe,My friend I'll pray ... that you should never have to confront with my anger
2009,Blue,Rahul Dev,Duniya ka sabse bada nasha ... risk!,The world's biggest intoxication is ... risk!
2009,Blue,Rahul Dev,Aksar meri awaaz sunne se pehle ... log apne maut ki aahat sunte hai,Most of the time before hearing my voice ... people hear the sound of their death
2009,De Dana Dan,Akshay Kumar,Har kutte ka din aata hai ... mera bhi aayega,Every dog has it's day ... mine will also come
2009,De Dana Dan,Akshay Kumar,Dene waala jab bhi deta hai ... sab kuch phad deta hai,When God gives ... he tears everything
2009,De Dana Dan,Archana Puran Singh,Mere kutte ko kutta bolega tu!,"You will call my dog, a dog!"
2009,De Dana Dan,Archana Puran Singh,Ghajini ki aulad!,You son of Ghajini!
2009,Delhi-6,Sonam Kapoor,Burgerchaap kahike!,You Mr.Burger!
2009,Delhi-6,Abhishek Bachchan,Yahan nalon mein pani ho na ho ... aankhon mein hamesha savan rehta hai,There may not be any water in the taps over here ... but it is always raining in the eyes
2009,Delhi-6,Amitabh Bachchan,"Zarre zarre mein usika noor hai, jhaank khud mein woh na tujhse door hai ... ishq hai usse toh sab se ishq kar, is ibaadat ka yahi dastoor hai ... is mein us mein aur us mein hai wohi, yaar mera har taraf bharpoor hai","God's light permeates through each and everything, look within you and you will find him there ... if you love him then love everyone, as this is how worship is practiced ... he is in you and everyone, my friend is everywhere"
1992,Suryavanshi,Sheeba,Mangalsutra zaroor gale mein pehna jaata hai ... magar iska rishta saanson se juda hota hai,You do wear the wedding necklace on the neck ... but it's connection is with the heartbeats
1992,Suryavanshi,Sheeba,"Dhere dhere, chaba chabake, thanda karke khana chahiye ... yahi buzurgon ka kehna hai, isko na thukrana chahiye","You should eat your food slowly, chew it and after it is warm ... elders have said that and we should not ignore that"
1992,Suryavanshi,Salman Khan,Agar tere paas nafrat ki taqat hai ... toh mere paas ab mohabbat ki shakti hai,If you have the strength of hatred ... then now I have the power of love
2009,Fox,Udita Goswami,Darr wahan hota hai jahan shaq hota hai,There is fear where you have a doubt
2009,Fox,Sunny Deol,Bhaagne ki koshish mat karna ... main bhagode criminals ko goli maar deta hoon,Don't try to run ... I shoot criminals who are on the run
1992,Mashooq,Ayub Khan,"Naam hai ishq mera, husn ka deewana hoon ... kabhi bhanwara kabhi bulbul, kabhi parwana hoon ... mere hi dum se haseeno mein mohabbat jaagi ... naaz-o-andaz-o-adashokhi shararat jaagi ... jab haseen log mera naam liya karte hai ... dono haathon se jigar thaam liya karte hai ... phir bhi tanhai ka ehsaas liye phirta hoon ... ek dariya hoon magar pyaas liye phirta hoon","My name is love and I'm crazy for a beautiful body ... sometimes I'm a bee, sometimes a bulbul bird, sometimes a moth ... it's due to me that the beauties have fallen in love ... they have grace and style due to me ... when beautiful people take my name ... then they hold their heart with both hands ... but still I roam around feeling lonely ... I'm a sea, but I roam around being thirsty"
1992,Mashooq,Ayub Khan,Main yoon hi bekhudi mein keh gaya hoon dilruba tumko ... khuda ka khauff na hota toh keh deta khuda tumko,"I've called you as my beloved in your intoxication ... if I didn't fear God, I would've called you God himself"
1992,Mashooq,Ayub Khan,Wafa ki aag hum zalim tere dil mein laga denge ... kasam teri kisi din ishq karna bhi sikha denge,"I'll ignite the fire of loyalty in your heart ... I swear on you, someday I'll also teach you how to fall in love"
1992,Mashooq,Ayub Khan,"Hum ahl-e-ishq hai, teer aur talwar se nahi darte ... nazar bhar dekh lo zalim toh khud hi mar jaayein","I'm a lover, and I'm scared of arrows and swords ... just look at me for once, and I'll simply die myself"
2009,Do Knot Disturb,Ritesh Deshmukh,Jhooti umeedo pe jeene se achcha hai ... kisi ke sachche pyar mein apni poori life guzaar do,Rather than living on false hopes ... it is better to live your entire life in someone's love
2009,Do Knot Disturb,Rajpal Yadav,Aaj raat uski shaadi hui hai aur thodi der mein manayega honeymoon ... woh bhi night se lekar afternoon,Tonight he's got married and in some time he will start his honeymoon ... and that to from night until afternoon
2009,Do Knot Disturb,Sushmita Sen,Apni property pe kisi aur ke naam ka board laga dekh ... bahut takleef hoti hai,It is very painful to see ... the name plate of someone else in front of your property
2009,Do Knot Disturb,Govinda,Joh jee nahi sakta hai tumhare without ... uspe tumko itna hai doubt,Someone you cannot live without you ... you are doubting that person
2009,Do Knot Disturb,Rajpal Yadav,Hum mein di pyar ki sazaa ... aur khud ladki ke saath maar rahe hai mazaa,You gave me a punishment in love ... and you yourself are having fun with a girl
2009,Do Knot Disturb,Manoj Pahwa,Maine tujhe kitni baar salah di hai ... ki apni TV set ke saath ... doosre ke DVD player ko attach kabhi nahi karna chahiye,I have advised you so many times ... that with your TV ... never connect someone else's DVD player
2009,Do Knot Disturb,Manoj Pahwa,Na TV rahega ... na biwi,Your TV won't be left ... and neither will your wife be
2009,Jai Veeru: Friends Forever,Kunal Khemu,Pahadon pe sunrise dekhne jaisa aur samundar kinare sunset dekhne jaisa aur kuch nahi hai,There is nothing like watching sunrise from the mountains and watching sunset on the seashore
2009,Jai Veeru: Friends Forever,Govind Namdeo,Koi bhi criminal innocent nahi hota,No criminal is innocent
2009,Fruit & Nut,Mahesh Manjrekar,Omar sharifon ki tarah behave karo,Omar behave like good people
2009,Fruit & Nut,Mahesh Manjrekar,Mera dil bada hai ... I have expanded my heart,I have a big heart ... I have expanded my heart
2009,Fruit & Nut,Mahesh Manjrekar,Kyun taqleef utha rahe hai ... why are you lifting trouble?,Why are you taking the trouble ... of lifting trouble?
2009,Fruit & Nut,Dia Mirza,"Aap kis zamane ki baat kar rahe hai, I don't understand ... aap toh VT station se bhi purane hai","What era are you talking about, I don't understand ... you are older than the VT (Victoria Terminus) station"
2009,Fruit & Nut,Boman Irani,"Nashta kiya, breakfast?",Did you eat breakfast?
2009,Fruit & Nut,Mahesh Manjrekar,Zubaan ka upyog mat karo ... don't try to wag your tongue between the teeth of your mouth,Don't try to talk ... don't try to wag your tongue between the teeth of your mouth
2009,Ek: The Power Of One,Bobby Deol,Main milne ke nahi ... maarne ke paise leta hoon,I charge money to kill ... not to meet
2009,Ek: The Power Of One,Sanjay Mishra,Umar bhi kya cheez bana deti hai insaan ko,Age turns a person into such a strange thing
2009,Ek: The Power Of One,Nana Patekar,Saanp aur paap hamesha chaap chhod jaate hai,A snake and a sin always leave a mark
2009,Ek: The Power Of One,Kulbhushan Kharbanda,Haq jamane waale se bada hota hai ... farz nibhane waala,One who fulfills his duties is bigger than ... the one who presses his rights
2009,Ek: The Power Of One,Anant Jog,Mehnat ki kamai sugandhit hoti hai ... bhale woh mehnat kisi aur ki kyun na ho,The money earned from hard work smells good ... no matter if that hard work is someone elses
2009,Kurbaan,Saif Ali Khan,Kabhi kabhi hamari marzi ... Allah ki marzi nahi hoti,Sometimes our wish ... is not the wish of God
2009,Kurbaan,Om Puri,Yakeen ko hamesha waqt ke peeche chalna chahiye ... aage nahi,Trust must always come behind time ... not before
2009,Dil Bole Hadippa,Rani Mukherjee,Mera sapna hai toh main hoon ... nahi toh main kuch bhi nahi hoon,If my dream is there then I am there ... otherwise I am nothing
2009,Dil Bole Hadippa,Shahid Kapoor,Cricket mein player nahi ... uska bat bolta hai,In cricket the player doesn't talk ... his bat does
2009,Dil Bole Hadippa,Shahid Kapoor,Don't todho my dil ... please aake tu mil ... I promise we will just chill,Don't break my heart ... please come and meet me ... I promise we will just chill
2009,Dil Bole Hadippa,Dalip Tahil,Yeh dono mulk Hindustan aur Pakistan ek hi maa ke bete hai ... bas karvat badal ke lete hai,Both these countries India and Pakistan are sons of a single mother ... it's just that they are lying down facing against each other
2009,Dil Bole Hadippa,Shahid Kapoor,"Meri dictionary mein sirf teen cheezen world class hai ... Bradman ki batting, Beatles ka music and mom ki cooking","In my dictionary there are only three things that are world class ... the batting of Bradman, the music of Beatles and the cooking of my mom"
2009,Dil Bole Hadippa,Rani Mukherjee,Jinne vade log ... unne chote kapde,The bigger the people are ... the smaller their clothing is
2009,Dil Bole Hadippa,Rani Mukherjee,Thandi thandi rabdi vich garma garam Jalebi pao ... te phir khao ... toh phir wow,Adding hot Jalebi to cold sweet condensed milk ... and then eating it ... is like wow
2009,Dil Bole Hadippa,Rani Mukherjee,"I, Indian, from the Punjab","I am an Indian, from Punjab"
2009,Dil Bole Hadippa,Rani Mukherjee,Sachin paaji ki kasam ... che gendhoon mein che chakke maroonga ,I swear on Sachin ... in 6 balls I will hit 6 sixes
2009,Kisse Pyaar Karoon,Udita Goswami,Aapse bada kaun hoga dil ka doctor ... bina cheede phaade paidal hi ghus gaye dil ke andhar,There can be no bigger heart doctor than you ... because you have entered my heart without any cuts or tears
2009,Kisse Pyaar Karoon,Arshad Warsi,Jab tune us ladki ko taste nahi kiya hai ... toh uske liye apni life waste kyun kar raha hai,When you haven't tasted that girl ... then why are you wasting your life for her
2009,Kisse Pyaar Karoon,Arshad Warsi,Aap hamare dil ke Taj Mahal mein aa sakte hai ... aur uske kisi bhi kone mein khade rehke tasveer khicha sakte hai,You can come inside the Taj Mahal of my heart ... and you can stand in any corner of that and take a picture
2009,Kisse Pyaar Karoon,Arshad Warsi,Senior citizen ki izzat hoti hai ... senior student ki koi izzat hi nahi,Senior citizen gets respect ... but senior student gets no respect
2009,Kisse Pyaar Karoon,Arshad Warsi,Insaan ko kandhe ki zaroorat sirf do baar padti hai ... ek marne ke baad aur ek marne se pehle,A person needs a shoulder only at two times ... once after he dies and other just before he dies
2009,Life Partner,Govinda,Love marriage mein aadmi khud apni marzi se kuaye ke andhar jaata hai ... arranged marriage mein aadmi ka pura khandaan usko kuaye ke andhar dhakel deta hai ... lekin jaata toh kuaye mein hi hai,In love marriage a man goes into the well at his own wish ... in arranged marriage the man's full family throws him into the well ... but no matter what the man goes in the well
2009,Life Partner,Darshan Jariwala,Galat soch ka matlab kabhi sahi nahi ho sakta,The meaning of a wrong thought can never be right
2009,Kambakkht Ishq,Kareena Kapoor,Sab ladko ko ek hi cheez mein interest hota hai,All guys are interested in only one thing
2009,Kambakkht Ishq,Kareena Kapoor,Agar stuntman ko acting aati ... to woh hero nahi ban jaate,If only the stuntman knew how to act ... they would become heroes
2009,Kambakkht Ishq,Akshay Kumar,Kar jaye aisi ki taisi ... yeh kambakht ishq cheez hai hi aisi,It screws you ... this bloody love thing is like that only
2009,Kambakkht Ishq,Javed Jaffrey,Death and shit wait for no man ... they come anywhere anytime,Death and shit wait for no man ... they come anywhere anytime
2009,Kambakkht Ishq,Akshay Kumar,Haath toh lagake dekhaoo tum mujhe ... mere saare lawyers tumko haath lagayenge sab jagah,Try laying your hands on me ... all my lawyers will lay hands on you in all places
2009,Kambakkht Ishq,Javed Jaffrey,Jhulelal joh kamaal ... hot and sexy baby doll,It is God's grace ... that you are a hot and sexy baby doll
2009,Kambakkht Ishq,Kiron Kher,Hormones dimag mein gus jaate hai ... aur dimag sadh jaata hai,Hormones get inside the mind ... and the mind gets rusted
2009,Kambakkht Ishq,Javed Jaffrey,Joh aadmi pehda hoke susu nahi sue karta hai ... bada hoke kitna bada suvar banega,A boy who sues instead of peeing when he is born ... will become the biggest plaintiff when he grows up
2009,London Dreams,Salman Khan,"Tu kaam karta gaya, main ishq karta gaya ... tera naam hota gaya, main badnaam hota gaya"," You kept working, I kept loving ... your name was getting bigger, I was getting more shameful"
2009,London Dreams,Ajay Devgan,Jab se main hoon ... tab se mera yeh sapna bhi hai,Since I am there ... my dream has also been there
2009,London Dreams,Om Puri,Agar apne aap par bharosa ho toh dosti aur bhi kamyaab bana deti hai ... aur agar apne aap par shaq ho toh barbaad bhi kar sakti hai,If you believe in yourself then friendship makes you bigger ... and if you doubt yourself then it can destroy you also
2009,London Dreams,Ajay Devgan,"Duniya mein aisa ek aadmi batao, jisne koi bada sapna poora karne ke liye ... kuch achcha, kuch bura aur kuch bahut bura na kiya ho","Show me a single person in this world, who for fulfilling a big dream ... has not done something good, something bad and something very bad"
2009,London Dreams,Ajay Devgan,Ya toh main bhagwan ke khel mein apni haar maan loon ... ya uske khel ko palat doon,Either I accept defeat in God's game ... or I need to flip his game
2009,London Dreams,Ajay Devgan,Choti pe akele khade hone ke liye ... doosre ko girana zaroori hai,To stand alone at the top ... you have to push the other person down
2009,London Dreams,Ajay Devgan,Har bada sapna dekhne waala aadmi kabhi na kabhi jail zaroor gaya hai,Every person who dreams big has been to jail at some point
2009,London Dreams,Ajay Devgan,Aap har roz fancy dress competition mein jaati hai ... ya get up change karna aapki hobby hai,Do you go everyday in a fancy dress competition ... or changing get up is your hobby
2009,Love Aaj Kal (2009),Saif Ali Khan,Mard mein bahut dard pehda kar deti hai tumhari smile,Your smile creates a lot of pain in a man
2009,Love Aaj Kal (2009),Rishi Kapoor,"Jaane se pehle, ek aakhri baar milna kyun zaroori hota hai?","Before going, why is it necessary to meet one last time?"
2009,Love Aaj Kal (2009),Saif Ali Khan,Tu hamesha correct baat bol deti hai jaaneman,Oh my love you always say the correct thing
2009,Love Aaj Kal (2009),Saif Ali Khan,"Wohi meri duniya, wohi meri puja ... uske sivah nahi aur koi duja","She is my world, she is my worship ... there is no one other than her for me"
2009,Luck By Chance,Shahrukh Khan,"Unhe mat bhulo, joh tumhe tab jaante the jab tum kuch nahi the ... kyunki bas yeh hi hai, joh tumhe hamesha sach bolenge","Don't forget those, who knew you when you were nothing ... because only these people, will tell you the truth always"
2009,Luck By Chance,Farhan Akhtar,"Apne raaste par chalte raho, chalte raho ... dheere dheere sari duniya tumhare raaste par aa jayegi","Keeping walking on your road, keep walking ... slowly slowly the whole world will come on your road"
2009,Luck By Chance,Farhan Akhtar,Kaamyabi aur nakaamyabi ... insaan khud hi chunta hai,Success or failure ... one selects himself 
2009,Luck By Chance,Farhan Akhtar,"Mauke milte nahi, banaye jaate hai ... kaamyabi hum tak nahi aati, hum mein kaamyabi tak jaana hota hai","You don't get chances, you create them ... success doesn't come to us, you have to go to success"
2009,Luck By Chance,Farhan Akhtar,I don't believe in destiny ... I believe in me,I don't believe in destiny ... I believe in me
2009,Luck By Chance,Hrithik Roshan,"Chaand aur chaandani juda ho sakte hai ... phool aur khushboo alag ho sakte hai ... magar ab hum ek doosre se kabhi door nahi honge, kabhi nahi","The moon and the moonlight can separate ... a flower and its fragrance can separate ... but now we will never be far away from each other, never"
2009,Luck By Chance,Aamir Khan,Sapne toh sabi dekhte hai ... lekin sirf wohi sapna sakaar hota hai ... joh lakh samjhane par bhi insaan bhulana nahi chahta,Everyone dreams ... but only that dream comes true ... which a person never forgets no matter what
2009,Luck By Chance,Shahrukh Khan,"Stardom ek cocktail hai ... fame, power, money ... bahut khatarnaak nasha hai","Stardom is a cocktail ... fame, power, money ... it is a very deadly intoxication"
2009,Luck By Chance,Saurabh Shukla,Yahan talent ke saath saath luck bhi bahut bada factor hota hai,"Here, along with talent luck is also a very big factor"
2009,Luck,Sanjay Dutt,"Ek goli daali, paanch khali ... sir pe taani, khopdi khaali","Put one bullet, leave five empty ... aim on the head, empty skull"
2009,Luck,Sanjay Dutt,Zindagi mein luck bhi sirf uska saath deta hai ... jis mein jeetne ka jazba ho,In life luck also favors the one ... who has the passion for winning
2009,Luck,Danny Denzongpa,Insaan aur luck dono ka koi bharosa nahi,"A person and luck, both cannot be trusted"
2009,Luck,Sanjay Dutt,Luck jitna ghista hai ... uski dhaar utni hi tezz hoti hai,The more you use luck ... the more better it gets
2009,Luck,Danny Denzongpa,Betting ka ussool hai ... paisa lagne ke baad peeche nahi hatte,It is the rule of betting ... that you can't back out once the money is betted
2009,Luck,Sanjay Dutt,Jaan dene se lakeerein mitt jaati hai ... aur zinda rehne se shayad lakeerein badal sakti hai,Your fate is erased when you die ... but may be it will change if you stay alive
2009,Luck,Sanjay Dutt,Sahi time par sahi jagah hona ... sahi time par sahi baat karna ... aur sahi time par sahi kaam uthana ... iss hi ko luck kehte hai,Being at the right place at the right time ... saying the right thing at the right time ... picking the right work at the right time ... is called luck
2009,Luck,Sanjay Dutt,"Tujhe yahan laya kaun, tera luck ... aur tujhe bhejega kaun, tera luck","Who brought you here, your luck ... and who will send you, your luck"
2009,Luck,Danny Denzongpa,"Insaan jab luck ke bharose pe khelta hai, toh usse haarne ka darr rehta hai ... magar joh dil se khelta hai, luck hamesha uska saath deta hai","A person who plays relying on his luck, is scared of losing ... but the one who plays with his heart, even luck stays on his side"
2009,Luck,Danny Denzongpa,Paisa hone se luck nahi banta hai ... magar luck hone se paisa banta hai,With money you can't make luck ... but with luck you can make money
2009,Luck,Danny Denzongpa,Tum sach toh main jhoot ... tum din toh main raat ... tum khushnaseeb toh main badnaseebi ki misaal,If you are the truth then I am the lie ... if you are day then I am night ... if you are the lucky one then I am an example of bad luck
2009,Luck,Sanjay Dutt,Jua woh nasha hai ... joh ek baar jeete toh insaan ko vapas kheench laata hai,Gambling is that intoxication ... which pulls a person back when they win for the first time
2009,Luck,Sanjay Dutt,Duniya saali jalti hai ... jab taqdeer chalti hai,The world feels jealous ... when destiny works in your favor
2009,Luck,Danny Denzongpa,Chaand par pahuchna ho toh sitaron par nahi ruka karte ... woh toh khud girte rehte hai,If you want to reach to the moon then don't stop at the stars ... they themselves keep falling
2009,Luck,Danny Denzongpa,"Taambe ko joh sona bana de, patthar mein joh heera tarashe, taqdeer ko talwar bana de, maut ko joh jeena sikha de ... hai kuch aaise log joh jeete hai shaan se aur aazmaate hai apni jaan se ... hai jeetna inki fitrat, jab hathyaar hai inka luck","One who turns copper into gold, one who finds a diamond in the rough, one who turns his fate into a sword, one who teaches death to live ... there are some people who live with pride and keep trying with their life ... to win is their nature, when luck is their weapon"
2009,Luck,Ravi Kishan,Raghav blind khelta hai ... saamne waale ko double aana padta hai,Raghav plays blind ... the opponent has to come double
2009,Luck,Danny Denzongpa,Mere pass paisa hai par style nahi hai ... aur tere pass style hai par paisa nahi hai,I have money but no style ... and you have style but no money
2009,Luck,Mithun Chakraborty,Dushman ka border ho ya dee hui zubaan ... Hindustani sipahi peeche nahi hatta,Whether it is the enemies border or a promise ... an Indian soldier never steps back
2009,Luck,Sanjay Dutt,Jua khelne ka mazaa tab aata hai ... jab samne waale ka luck mazboot ho,The fun in gambling comes when ... the luck of your opponent is strong
2009,Luck,Imran Khan,Luck ek hi cheez ki guarantee ke saath aata hai ... ki woh kabhi bhi badal sakta hai,Luck comes only with one guarantee ... that it can change anytime
2009,Luck,Mithun Chakraborty,Na luck badalta hai na insaan ki taqdeer ... insaan ka waqt badalta hai,Luck doesn't change and neither does the fate of a person ... only his time changes
2009,Luck,Shruti Haasan,Kabhi kabhi zindagi mein kuch cheezein bina sooche karni chahiye,Sometimes in life you should do things without thinking
2009,Luck,Danny Denzongpa,Gambling mein bharosa nahi ... luck chalta hai,In gambling trust does not work ... luck does
2009,Luck,Mithun Chakraborty,Lagale zor jitna teri taqdeer mein hai ... dushman ko rokna hamari fitrat mein hai,Try as much as you can with your luck ... but it is my habit to stop my enemy
2009,Luck,Sanjay Dutt,Waqt ki fitrat khol de kismat ... khud pe bharosa hai toh aazmaa le apna luck,"It is the habit of time to open up destiny ... and if you trust yourself, then try your luck"
2009,Luck,Mithun Chakraborty,Insaan ka iraada aur uski taqdeer ... bolke nahi badalte,A person's intention and his destiny ... change without any notice
2009,Luck,Imran Khan,"Majboori ek hi baar hoti hai ... agli baar nahi, kabhi nahi","You can be compelled once ... not the next time, never"
2009,Luck,Imran Khan,Kuch patte aaise khulte hai ... joh khelne waale ko hi pack kar dete hai,Some cards open in a way that ... it packs the person playing the game
2009,Paying Guests,Johnny Lever,"Ek toh hotel thanda, dhanda manda, upar se tu zaleel bandha","First of all there is no one in the hotel, the business is slow, and on top of that you're a humiliating person"
2009,Paying Guests,Aashish Chaudhary,Zindagi ek echo sound ki tarah hoti hai ... isse jis tarah sawaal pocha jaye na ... us tarah mudkar jawab bhi mil jaata hai,Life is like an echo sound ... the type of question you ask to it ... that kind of answer you'll get back in return
2009,Paying Guests,Javed Jaffrey,Arrey duniya waalon ne toh chand tak ko nahi chhoda ... toh ek abla besahara aurat ko kya chhodenge ... duniya ki ungliyan uspar uthti rahengi aur aurat ka dum ghutta rahega,People of the world have not left the moon alone ... then how will they leave an helpless woman alone ... the fingers of the world will keep pointing at her and she will keep suffocating
2009,Raaz: The Mystery Continues,Emraan Hashmi,"Bhagwan ko milne ke liye log mandiron mein jaate hai, apne bag mein uski tasveer rakhte hai, gadi mein photo tangte hai ... lekin apne dil mein usko koi nahi rakhta hai","To meet God people go to the temple, they keep his picture in their bag, they hang his picture in the car ... but nobody keeps him in the heart"
2009,Raaz: The Mystery Continues,Emraan Hashmi,"Himmat marne ke liye nahi, jeene ke liye chahiye","One does not need courage to die, one needs it for living"
2009,Raaz: The Mystery Continues,Emraan Hashmi,"Duniya pehle se hi ek masterpiece hai ... uske baare mein paitings banane se achcha hai ... uski hifazat karo, usse pyar karo","The world already is a masterpiece ... rather than making paintings of it ... its better if we protect it, love it"
2009,Raaz: The Mystery Continues,Kangana Ranaut,"Bura joh dekhan main chala, bura na milya koye ... joh mann khoja apna, toh mujhse bura na koye","When I searched for the bad, I didn't find any ... and when I searched in my heart, I found no one worse than me"
2009,Raaz: The Mystery Continues,Kangana Ranaut,"Insaan ke har achche burre karam ka natija, kisi aur ko bhugatna parta hai","For every good and bad deed of a human, someone else goes through the consequences"
2009,New York,Irrfan Khan,Galat waqt mein insaan galat faisla leta hai,A person takes a wrong decision when his time is not right
2009,New York,Neil Nitin Mukesh,Jo hoga ... jab hoga ... aap sabko hila dega,Whatever happens ... whenever it happens ... it will shake all of you
2009,Red Alert: The War Within,Ashish Vidyarthi,"Terrorism aur revolution mein bahut farak hai ... woh log desh ke khilaf hai, hum log system ke","There is a lot of difference between terrorism and revolution ... those people are against the country, and we are against the system"
2009,Red Alert: The War Within,Ashish Vidyarthi,"Sarkar ke paas bahut paisa hai, hathyar hai, logan hai ... hamare paas sirf junoon hai","The government has a lot of money, weapons, people ... but we only have passion"
2009,Raat Gayi Baat Gayi?,Dalip Tahil,Happiness is good health and a bad memory,Happiness is good health and a bad memory
2009,Raat Gayi Baat Gayi?,Dalip Tahil,Shaadi ke do golden rules yaad rakho ... rule no. 1 aaisa kuch mat karo jisse tumhare partner ko dukh ho ... rule no. 2 agar karo bhi toh kisi ko pata mat lagne do,Remember the two golden rules of marriage ... rule no.1 don't do anything that will make your partner sad ... rule no. 2 even if you do something then don't let anyone come to know about it
2009,Raat Gayi Baat Gayi?,Vivek Vaswani,"Well behaved women, rarely make history","Well behaved women, rarely make history"
2009,Main Aurr Mrs Khanna,Salman Khan,Jab bhi main tumhe taqleef mein paonga ... sabse pehle main apna haath badaonga,Whenever I find you in a problem ... I'll be the first one to give you a hand
2009,Main Aurr Mrs Khanna,Nauheed Cyrusi,Kehte hai kehne waale ishq karna aasaan nahi ... koi humse bhi toh pooch kar dekhe-e-zaalim ... aage chalna aur peeche mudhkar na dekhna bhi aasaan nahi,"People who say, say that loving is not easy ... oh please but someone ask me too ... even walking ahead and not looking behind is not easy either"
2009,Main Aurr Mrs Khanna,Salman Khan,Achche waqt ki ek kharabi hai ... achcha waqt khatam ho jaata hai ... lekin bure waqt ki ek achchai hai ... ke woh bhi khatam ho jaata hai,Good time has one bad thing ... that good time comes to an end ... but bad time has one good thing ... that even that comes to an end
2009,Main Aurr Mrs Khanna,Sohail Khan,Achche waqt mein koi bhi khush reh sakta hai ... aadmi woh hai joh bure waqt mein khush rahe na rahe ... lekin doosron ko khush rakhe,Anyone can stay happy in good times ... but a person is someone who may be happy or not in bad times ... but he keeps others happy
2009,Main Aurr Mrs Khanna,Kareena Kapoor,Jab husband wife chup chap khana kha rahe ho ... toh samjho there is trouble,When a husband and a wife are eating food silently ... then understand that there is trouble
2009,Main Aurr Mrs Khanna,Preity Zinta,"Lamhon ko toh guzarna hoga, aandhi ko toh chalna hoga ... main ek khayal hoon mujhe jaane do, khayal ka haath kaun pakadta hai","Moments will have to pass by, the storm will have to move on ... I'm a thought let me go, no one holds the hands of a thought"
2009,Main Aurr Mrs Khanna,Kareena Kapoor,"Na hai shikwa kisi ko kisi se yahan, na hai kisi pe kisi ka zor ... jinko apna samajhte hai hum aksar, wahi nikalte hai koi aur","No one here has a complaint against anyone, and neither does anyone have control over someone ... often whom we consider our own, they are the ones who turn out to be someone else"
2009,Main Aurr Mrs Khanna,Salman Khan,Pyar badi hi khoobsurat cheez hai ... lekin pyar akele todhi aata hai ... apne saath complications bhi lekar aata hai,Love is a beautilful thing ... but love doesn't come alone ... it brings complications with it
2009,Main Aurr Mrs Khanna,Kareena Kapoor,Jinke table pe churi kaante ki awaaz kam aur hasne baatein karne ki awaaz zyada ho ... woh log sukhi hote hai,"A table of people where there is less noise of the knife and the fork, and more noise of laughing and talking ... those people are happy"
2009,Main Aurr Mrs Khanna,Kareena Kapoor,Yahan Melbourne mein kisi ke pass kaam ke liye time ho ya na ho ... lekin pyar ke liye yahan sabke pass time hai,Here in Melbourne whether one has time for work or not ... but here everyone has time for love
2009,Main Aurr Mrs Khanna,Salman Khan,Bandh ghadi bhi chaubees ghante mein do baar sahi waqt dikhati hai,In 24 hours even a clock not running shows the correct time twice
2009,Main Aurr Mrs Khanna,Yash Tonk,Is duniya mein har cheez ka ilaaj hai ... lekin shaq ka ilaaj NASA ke pass bhi nahi hai,In this world there is a cure for everything ... but even NASA (National Aeronautics and Space Administration) doesn't have a cure for suspicion
2009,Straight,Vinay Pathak,Mazak jitna bhi badhda ho ... log uspe utna hi zyada haste hai,The more awful a joke is ... that much more people laugh on it
2009,Straight,Vinay Pathak,Nobody forgets how to love ... even if love forgets them,Nobody forgets how to love ... even if love forgets them
2009,Straight,Vinay Pathak,Pyar pyar hota hai ... and we should all refuse to live without love,Love is love ... and we should all refuse to live without love
2009,Team: The Force,Sohail Khan,Joh maarte hai na ... woh baat nahi karte,Those who hit ... don't talk
2009,Team: The Force,Sohail Khan,Hum sab Gita toh padhte hai ... lekin Mahabharat ladne se darrte hai,We all read the Bhagavad Gita ... but we are scared of fighting the Mahabharata
2009,Team: The Force,Mukesh Tiwari,Hamare dhande mein leader agar kamzor par jaye ... toh ussike chokre goli maarke uski jagah le lete hai,In our business if the leader becomes weak ... then his boys shoot him and take his place
2009,Team: The Force,Mukesh Tiwari,Hamare line mein reham nahi hai,In our business there is no mercy
